File Name,Emotion,Chroma Standard Deviation,Croma Mean,MEL Standard Deviation,MEL Mean,Spectral Centroid Feature,MFCC Standard Deviation,MFCC Mean,MFCC 1st Derivative,MFCC 2nd Derivative,Root Mean Square Mean,Spectral Rolloff Mean,Spectral Rolloff Range,Zero Crossing Rate,
2251,1016_IEO_SAD_HI.wav,sad,0.001140829,0.001140829,0.001140829,0.001140829,0.001140829,0.001140829,0.001140829,0.001140829,0.001140829,0.001140829,0.001140829,0.001140829,0.001140829
2252,1016_IEO_SAD_LO.wav,sad,0.000667305,0.000667305,0.000667305,0.000667305,0.000667305,0.000667305,0.000667305,0.000667305,0.000667305,0.000667305,0.000667305,0.000667305,0.000667305
2253,1016_IEO_SAD_MD.wav,sad,0.000433758,0.000433758,0.000433758,0.000433758,0.000433758,0.000433758,0.000433758,0.000433758,0.000433758,0.000433758,0.000433758,0.000433758,0.000433758
2254,1016_IOM_ANG_XX.wav,angry,0.010483511,0.010483511,0.010483511,0.010483511,0.010483511,0.010483511,0.010483511,0.010483511,0.010483511,0.010483511,0.010483511,0.010483511,0.010483511
2255,1016_IOM_DIS_XX.wav,disgust,0.003813651,0.003813651,0.003813651,0.003813651,0.003813651,0.003813651,0.003813651,0.003813651,0.003813651,0.003813651,0.003813651,0.003813651,0.003813651
2256,1016_IOM_FEA_XX.wav,fearful,0.020283349,0.020283349,0.020283349,0.020283349,0.020283349,0.020283349,0.020283349,0.020283349,0.020283349,0.020283349,0.020283349,0.020283349,0.020283349
2257,1016_IOM_HAP_XX.wav,happy,0.010597783,0.010597783,0.010597783,0.010597783,0.010597783,0.010597783,0.010597783,0.010597783,0.010597783,0.010597783,0.010597783,0.010597783,0.010597783
2258,1016_IOM_NEU_XX.wav,neutral,0.005528205,0.005528205,0.005528205,0.005528205,0.005528205,0.005528205,0.005528205,0.005528205,0.005528205,0.005528205,0.005528205,0.005528205,0.005528205
2259,1016_IOM_SAD_XX.wav,sad,0.000276727,0.000276727,0.000276727,0.000276727,0.000276727,0.000276727,0.000276727,0.000276727,0.000276727,0.000276727,0.000276727,0.000276727,0.000276727
2260,1016_ITH_ANG_XX.wav,angry,0.049703477,0.049703477,0.049703477,0.049703477,0.049703477,0.049703477,0.049703477,0.049703477,0.049703477,0.049703477,0.049703477,0.049703477,0.049703477
2261,1016_ITH_DIS_XX.wav,disgust,0.001760277,0.001760277,0.001760277,0.001760277,0.001760277,0.001760277,0.001760277,0.001760277,0.001760277,0.001760277,0.001760277,0.001760277,0.001760277
2262,1016_ITH_FEA_XX.wav,fearful,0.01342289,0.01342289,0.01342289,0.01342289,0.01342289,0.01342289,0.01342289,0.01342289,0.01342289,0.01342289,0.01342289,0.01342289,0.01342289
2263,1016_ITH_HAP_XX.wav,happy,0.014900658,0.014900658,0.014900658,0.014900658,0.014900658,0.014900658,0.014900658,0.014900658,0.014900658,0.014900658,0.014900658,0.014900658,0.014900658
2264,1016_ITH_NEU_XX.wav,neutral,0.004357313,0.004357313,0.004357313,0.004357313,0.004357313,0.004357313,0.004357313,0.004357313,0.004357313,0.004357313,0.004357313,0.004357313,0.004357313
2265,1016_ITH_SAD_XX.wav,sad,0.002638653,0.002638653,0.002638653,0.002638653,0.002638653,0.002638653,0.002638653,0.002638653,0.002638653,0.002638653,0.002638653,0.002638653,0.002638653
2266,1016_ITS_ANG_XX.wav,angry,0.128231323,0.128231323,0.128231323,0.128231323,0.128231323,0.128231323,0.128231323,0.128231323,0.128231323,0.128231323,0.128231323,0.128231323,0.128231323
2267,1016_ITS_DIS_XX.wav,disgust,0.007563642,0.007563642,0.007563642,0.007563642,0.007563642,0.007563642,0.007563642,0.007563642,0.007563642,0.007563642,0.007563642,0.007563642,0.007563642
2268,1016_ITS_FEA_XX.wav,fearful,0.001556273,0.001556273,0.001556273,0.001556273,0.001556273,0.001556273,0.001556273,0.001556273,0.001556273,0.001556273,0.001556273,0.001556273,0.001556273
2269,1016_ITS_HAP_XX.wav,happy,0.006272251,0.006272251,0.006272251,0.006272251,0.006272251,0.006272251,0.006272251,0.006272251,0.006272251,0.006272251,0.006272251,0.006272251,0.006272251
2270,1016_ITS_NEU_XX.wav,neutral,0.011866189,0.011866189,0.011866189,0.011866189,0.011866189,0.011866189,0.011866189,0.011866189,0.011866189,0.011866189,0.011866189,0.011866189,0.011866189
2271,1016_ITS_SAD_XX.wav,sad,0.001839462,0.001839462,0.001839462,0.001839462,0.001839462,0.001839462,0.001839462,0.001839462,0.001839462,0.001839462,0.001839462,0.001839462,0.001839462
2272,1016_IWL_ANG_XX.wav,angry,0.303684721,0.303684721,0.303684721,0.303684721,0.303684721,0.303684721,0.303684721,0.303684721,0.303684721,0.303684721,0.303684721,0.303684721,0.303684721
2273,1016_IWL_DIS_XX.wav,disgust,0.005728614,0.005728614,0.005728614,0.005728614,0.005728614,0.005728614,0.005728614,0.005728614,0.005728614,0.005728614,0.005728614,0.005728614,0.005728614
2274,1016_IWL_FEA_XX.wav,fearful,0.06458253,0.06458253,0.06458253,0.06458253,0.06458253,0.06458253,0.06458253,0.06458253,0.06458253,0.06458253,0.06458253,0.06458253,0.06458253
2275,1016_IWL_HAP_XX.wav,happy,0.002916664,0.002916664,0.002916664,0.002916664,0.002916664,0.002916664,0.002916664,0.002916664,0.002916664,0.002916664,0.002916664,0.002916664,0.002916664
2276,1016_IWL_NEU_XX.wav,neutral,0.005832618,0.005832618,0.005832618,0.005832618,0.005832618,0.005832618,0.005832618,0.005832618,0.005832618,0.005832618,0.005832618,0.005832618,0.005832618
2277,1016_IWL_SAD_XX.wav,sad,0.004442954,0.004442954,0.004442954,0.004442954,0.004442954,0.004442954,0.004442954,0.004442954,0.004442954,0.004442954,0.004442954,0.004442954,0.004442954
2278,1016_IWW_ANG_XX.wav,angry,0.028697572,0.028697572,0.028697572,0.028697572,0.028697572,0.028697572,0.028697572,0.028697572,0.028697572,0.028697572,0.028697572,0.028697572,0.028697572
2279,1016_IWW_DIS_XX.wav,disgust,0.0027866,0.0027866,0.0027866,0.0027866,0.0027866,0.0027866,0.0027866,0.0027866,0.0027866,0.0027866,0.0027866,0.0027866,0.0027866
2280,1016_IWW_FEA_XX.wav,fearful,0.003244269,0.003244269,0.003244269,0.003244269,0.003244269,0.003244269,0.003244269,0.003244269,0.003244269,0.003244269,0.003244269,0.003244269,0.003244269
2281,1016_IWW_HAP_XX.wav,happy,0.036390194,0.036390194,0.036390194,0.036390194,0.036390194,0.036390194,0.036390194,0.036390194,0.036390194,0.036390194,0.036390194,0.036390194,0.036390194
2282,1016_IWW_NEU_XX.wav,neutral,0.005129743,0.005129743,0.005129743,0.005129743,0.005129743,0.005129743,0.005129743,0.005129743,0.005129743,0.005129743,0.005129743,0.005129743,0.005129743
2283,1016_IWW_SAD_XX.wav,sad,0.001135223,0.001135223,0.001135223,0.001135223,0.001135223,0.001135223,0.001135223,0.001135223,0.001135223,0.001135223,0.001135223,0.001135223,0.001135223
2284,1016_MTI_ANG_XX.wav,angry,0.088219471,0.088219471,0.088219471,0.088219471,0.088219471,0.088219471,0.088219471,0.088219471,0.088219471,0.088219471,0.088219471,0.088219471,0.088219471
2285,1016_MTI_DIS_XX.wav,disgust,0.039423882,0.039423882,0.039423882,0.039423882,0.039423882,0.039423882,0.039423882,0.039423882,0.039423882,0.039423882,0.039423882,0.039423882,0.039423882
2286,1016_MTI_FEA_XX.wav,fearful,0.016944889,0.016944889,0.016944889,0.016944889,0.016944889,0.016944889,0.016944889,0.016944889,0.016944889,0.016944889,0.016944889,0.016944889,0.016944889
2287,1016_MTI_HAP_XX.wav,happy,0.003654636,0.003654636,0.003654636,0.003654636,0.003654636,0.003654636,0.003654636,0.003654636,0.003654636,0.003654636,0.003654636,0.003654636,0.003654636
2288,1016_MTI_NEU_XX.wav,neutral,0.005946977,0.005946977,0.005946977,0.005946977,0.005946977,0.005946977,0.005946977,0.005946977,0.005946977,0.005946977,0.005946977,0.005946977,0.005946977
2289,1016_MTI_SAD_XX.wav,sad,0.005324264,0.005324264,0.005324264,0.005324264,0.005324264,0.005324264,0.005324264,0.005324264,0.005324264,0.005324264,0.005324264,0.005324264,0.005324264
2290,1016_TAI_ANG_XX.wav,angry,0.071118471,0.071118471,0.071118471,0.071118471,0.071118471,0.071118471,0.071118471,0.071118471,0.071118471,0.071118471,0.071118471,0.071118471,0.071118471
2291,1016_TAI_DIS_XX.wav,disgust,0.01887116,0.01887116,0.01887116,0.01887116,0.01887116,0.01887116,0.01887116,0.01887116,0.01887116,0.01887116,0.01887116,0.01887116,0.01887116
2292,1016_TAI_FEA_XX.wav,fearful,0.003483827,0.003483827,0.003483827,0.003483827,0.003483827,0.003483827,0.003483827,0.003483827,0.003483827,0.003483827,0.003483827,0.003483827,0.003483827
2293,1016_TAI_HAP_XX.wav,happy,0.045290596,0.045290596,0.045290596,0.045290596,0.045290596,0.045290596,0.045290596,0.045290596,0.045290596,0.045290596,0.045290596,0.045290596,0.045290596
2294,1016_TAI_NEU_XX.wav,neutral,0.002695356,0.002695356,0.002695356,0.002695356,0.002695356,0.002695356,0.002695356,0.002695356,0.002695356,0.002695356,0.002695356,0.002695356,0.002695356
2295,1016_TAI_SAD_XX.wav,sad,0.005375856,0.005375856,0.005375856,0.005375856,0.005375856,0.005375856,0.005375856,0.005375856,0.005375856,0.005375856,0.005375856,0.005375856,0.005375856
2296,1016_TIE_ANG_XX.wav,angry,0.100071937,0.100071937,0.100071937,0.100071937,0.100071937,0.100071937,0.100071937,0.100071937,0.100071937,0.100071937,0.100071937,0.100071937,0.100071937
2297,1016_TIE_DIS_XX.wav,disgust,0.003706262,0.003706262,0.003706262,0.003706262,0.003706262,0.003706262,0.003706262,0.003706262,0.003706262,0.003706262,0.003706262,0.003706262,0.003706262
2298,1016_TIE_FEA_XX.wav,fearful,0.02154486,0.02154486,0.02154486,0.02154486,0.02154486,0.02154486,0.02154486,0.02154486,0.02154486,0.02154486,0.02154486,0.02154486,0.02154486
2299,1016_TIE_HAP_XX.wav,happy,0.014592148,0.014592148,0.014592148,0.014592148,0.014592148,0.014592148,0.014592148,0.014592148,0.014592148,0.014592148,0.014592148,0.014592148,0.014592148
2300,1016_TIE_NEU_XX.wav,neutral,0.00164238,0.00164238,0.00164238,0.00164238,0.00164238,0.00164238,0.00164238,0.00164238,0.00164238,0.00164238,0.00164238,0.00164238,0.00164238
2301,1016_TIE_SAD_XX.wav,sad,0.000811705,0.000811705,0.000811705,0.000811705,0.000811705,0.000811705,0.000811705,0.000811705,0.000811705,0.000811705,0.000811705,0.000811705,0.000811705
2302,1016_TSI_ANG_XX.wav,angry,0.18427327,0.18427327,0.18427327,0.18427327,0.18427327,0.18427327,0.18427327,0.18427327,0.18427327,0.18427327,0.18427327,0.18427327,0.18427327
2303,1016_TSI_DIS_XX.wav,disgust,0.04583345,0.04583345,0.04583345,0.04583345,0.04583345,0.04583345,0.04583345,0.04583345,0.04583345,0.04583345,0.04583345,0.04583345,0.04583345
2304,1016_TSI_FEA_XX.wav,fearful,0.00592235,0.00592235,0.00592235,0.00592235,0.00592235,0.00592235,0.00592235,0.00592235,0.00592235,0.00592235,0.00592235,0.00592235,0.00592235
2305,1016_TSI_HAP_XX.wav,happy,0.006793517,0.006793517,0.006793517,0.006793517,0.006793517,0.006793517,0.006793517,0.006793517,0.006793517,0.006793517,0.006793517,0.006793517,0.006793517
2306,1016_TSI_NEU_XX.wav,neutral,0.007439977,0.007439977,0.007439977,0.007439977,0.007439977,0.007439977,0.007439977,0.007439977,0.007439977,0.007439977,0.007439977,0.007439977,0.007439977
2307,1016_TSI_SAD_XX.wav,sad,0.004184879,0.004184879,0.004184879,0.004184879,0.004184879,0.004184879,0.004184879,0.004184879,0.004184879,0.004184879,0.004184879,0.004184879,0.004184879
2308,1016_WSI_ANG_XX.wav,angry,0.140911978,0.140911978,0.140911978,0.140911978,0.140911978,0.140911978,0.140911978,0.140911978,0.140911978,0.140911978,0.140911978,0.140911978,0.140911978
2309,1016_WSI_DIS_XX.wav,disgust,0.010482695,0.010482695,0.010482695,0.010482695,0.010482695,0.010482695,0.010482695,0.010482695,0.010482695,0.010482695,0.010482695,0.010482695,0.010482695
2310,1016_WSI_FEA_XX.wav,fearful,0.001750787,0.001750787,0.001750787,0.001750787,0.001750787,0.001750787,0.001750787,0.001750787,0.001750787,0.001750787,0.001750787,0.001750787,0.001750787
2311,1016_WSI_HAP_XX.wav,happy,0.011145695,0.011145695,0.011145695,0.011145695,0.011145695,0.011145695,0.011145695,0.011145695,0.011145695,0.011145695,0.011145695,0.011145695,0.011145695
2312,1016_WSI_NEU_XX.wav,neutral,0.010160904,0.010160904,0.010160904,0.010160904,0.010160904,0.010160904,0.010160904,0.010160904,0.010160904,0.010160904,0.010160904,0.010160904,0.010160904
2313,1016_WSI_SAD_XX.wav,sad,0.001298995,0.001298995,0.001298995,0.001298995,0.001298995,0.001298995,0.001298995,0.001298995,0.001298995,0.001298995,0.001298995,0.001298995,0.001298995
2314,1017_DFA_ANG_XX.wav,angry,0.00797927,0.00797927,0.00797927,0.00797927,0.00797927,0.00797927,0.00797927,0.00797927,0.00797927,0.00797927,0.00797927,0.00797927,0.00797927
2315,1017_DFA_DIS_XX.wav,disgust,0.000273921,0.000273921,0.000273921,0.000273921,0.000273921,0.000273921,0.000273921,0.000273921,0.000273921,0.000273921,0.000273921,0.000273921,0.000273921
2316,1017_DFA_FEA_XX.wav,fearful,0.002510322,0.002510322,0.002510322,0.002510322,0.002510322,0.002510322,0.002510322,0.002510322,0.002510322,0.002510322,0.002510322,0.002510322,0.002510322
2317,1017_DFA_HAP_XX.wav,happy,0.024093346,0.024093346,0.024093346,0.024093346,0.024093346,0.024093346,0.024093346,0.024093346,0.024093346,0.024093346,0.024093346,0.024093346,0.024093346
2318,1017_DFA_NEU_XX.wav,neutral,0.005397617,0.005397617,0.005397617,0.005397617,0.005397617,0.005397617,0.005397617,0.005397617,0.005397617,0.005397617,0.005397617,0.005397617,0.005397617
2319,1017_DFA_SAD_XX.wav,sad,0.001772059,0.001772059,0.001772059,0.001772059,0.001772059,0.001772059,0.001772059,0.001772059,0.001772059,0.001772059,0.001772059,0.001772059,0.001772059
2320,1017_IEO_ANG_HI.wav,angry,0.044734641,0.044734641,0.044734641,0.044734641,0.044734641,0.044734641,0.044734641,0.044734641,0.044734641,0.044734641,0.044734641,0.044734641,0.044734641
2321,1017_IEO_ANG_LO.wav,angry,0.032607625,0.032607625,0.032607625,0.032607625,0.032607625,0.032607625,0.032607625,0.032607625,0.032607625,0.032607625,0.032607625,0.032607625,0.032607625
2322,1017_IEO_ANG_MD.wav,angry,0.054277452,0.054277452,0.054277452,0.054277452,0.054277452,0.054277452,0.054277452,0.054277452,0.054277452,0.054277452,0.054277452,0.054277452,0.054277452
2323,1017_IEO_DIS_HI.wav,disgust,0.002037584,0.002037584,0.002037584,0.002037584,0.002037584,0.002037584,0.002037584,0.002037584,0.002037584,0.002037584,0.002037584,0.002037584,0.002037584
2324,1017_IEO_DIS_LO.wav,disgust,0.000463265,0.000463265,0.000463265,0.000463265,0.000463265,0.000463265,0.000463265,0.000463265,0.000463265,0.000463265,0.000463265,0.000463265,0.000463265
2325,1017_IEO_DIS_MD.wav,disgust,0.001832848,0.001832848,0.001832848,0.001832848,0.001832848,0.001832848,0.001832848,0.001832848,0.001832848,0.001832848,0.001832848,0.001832848,0.001832848
2326,1017_IEO_FEA_HI.wav,fearful,0.001292837,0.001292837,0.001292837,0.001292837,0.001292837,0.001292837,0.001292837,0.001292837,0.001292837,0.001292837,0.001292837,0.001292837,0.001292837
2327,1017_IEO_FEA_LO.wav,fearful,0.000638598,0.000638598,0.000638598,0.000638598,0.000638598,0.000638598,0.000638598,0.000638598,0.000638598,0.000638598,0.000638598,0.000638598,0.000638598
2328,1017_IEO_FEA_MD.wav,fearful,0.000720344,0.000720344,0.000720344,0.000720344,0.000720344,0.000720344,0.000720344,0.000720344,0.000720344,0.000720344,0.000720344,0.000720344,0.000720344
2329,1017_IEO_HAP_HI.wav,happy,0.009761241,0.009761241,0.009761241,0.009761241,0.009761241,0.009761241,0.009761241,0.009761241,0.009761241,0.009761241,0.009761241,0.009761241,0.009761241
2330,1017_IEO_HAP_LO.wav,happy,0.005425322,0.005425322,0.005425322,0.005425322,0.005425322,0.005425322,0.005425322,0.005425322,0.005425322,0.005425322,0.005425322,0.005425322,0.005425322
2331,1017_IEO_HAP_MD.wav,happy,0.002574586,0.002574586,0.002574586,0.002574586,0.002574586,0.002574586,0.002574586,0.002574586,0.002574586,0.002574586,0.002574586,0.002574586,0.002574586
2332,1017_IEO_NEU_XX.wav,neutral,0.001347456,0.001347456,0.001347456,0.001347456,0.001347456,0.001347456,0.001347456,0.001347456,0.001347456,0.001347456,0.001347456,0.001347456,0.001347456
2333,1017_IEO_SAD_HI.wav,sad,0.000219416,0.000219416,0.000219416,0.000219416,0.000219416,0.000219416,0.000219416,0.000219416,0.000219416,0.000219416,0.000219416,0.000219416,0.000219416
2334,1017_IEO_SAD_LO.wav,sad,0.000293254,0.000293254,0.000293254,0.000293254,0.000293254,0.000293254,0.000293254,0.000293254,0.000293254,0.000293254,0.000293254,0.000293254,0.000293254
2335,1017_IEO_SAD_MD.wav,sad,0.000470954,0.000470954,0.000470954,0.000470954,0.000470954,0.000470954,0.000470954,0.000470954,0.000470954,0.000470954,0.000470954,0.000470954,0.000470954
2336,1017_IOM_ANG_XX.wav,angry,0.003574965,0.003574965,0.003574965,0.003574965,0.003574965,0.003574965,0.003574965,0.003574965,0.003574965,0.003574965,0.003574965,0.003574965,0.003574965
2337,1017_IOM_DIS_XX.wav,disgust,0.001769733,0.001769733,0.001769733,0.001769733,0.001769733,0.001769733,0.001769733,0.001769733,0.001769733,0.001769733,0.001769733,0.001769733,0.001769733
2338,1017_IOM_FEA_XX.wav,fearful,0.002001181,0.002001181,0.002001181,0.002001181,0.002001181,0.002001181,0.002001181,0.002001181,0.002001181,0.002001181,0.002001181,0.002001181,0.002001181
2339,1017_IOM_HAP_XX.wav,happy,0.001985071,0.001985071,0.001985071,0.001985071,0.001985071,0.001985071,0.001985071,0.001985071,0.001985071,0.001985071,0.001985071,0.001985071,0.001985071
2340,1017_IOM_NEU_XX.wav,neutral,0.015148838,0.015148838,0.015148838,0.015148838,0.015148838,0.015148838,0.015148838,0.015148838,0.015148838,0.015148838,0.015148838,0.015148838,0.015148838
2341,1017_IOM_SAD_XX.wav,sad,0.001229025,0.001229025,0.001229025,0.001229025,0.001229025,0.001229025,0.001229025,0.001229025,0.001229025,0.001229025,0.001229025,0.001229025,0.001229025
2342,1017_ITH_ANG_XX.wav,angry,0.001361277,0.001361277,0.001361277,0.001361277,0.001361277,0.001361277,0.001361277,0.001361277,0.001361277,0.001361277,0.001361277,0.001361277,0.001361277
2343,1017_ITH_DIS_XX.wav,disgust,0.000812115,0.000812115,0.000812115,0.000812115,0.000812115,0.000812115,0.000812115,0.000812115,0.000812115,0.000812115,0.000812115,0.000812115,0.000812115
2344,1017_ITH_FEA_XX.wav,fearful,0.001050176,0.001050176,0.001050176,0.001050176,0.001050176,0.001050176,0.001050176,0.001050176,0.001050176,0.001050176,0.001050176,0.001050176,0.001050176
2345,1017_ITH_HAP_XX.wav,happy,0.007780046,0.007780046,0.007780046,0.007780046,0.007780046,0.007780046,0.007780046,0.007780046,0.007780046,0.007780046,0.007780046,0.007780046,0.007780046
2346,1017_ITH_NEU_XX.wav,neutral,0.001918589,0.001918589,0.001918589,0.001918589,0.001918589,0.001918589,0.001918589,0.001918589,0.001918589,0.001918589,0.001918589,0.001918589,0.001918589
2347,1017_ITH_SAD_XX.wav,sad,0.001157813,0.001157813,0.001157813,0.001157813,0.001157813,0.001157813,0.001157813,0.001157813,0.001157813,0.001157813,0.001157813,0.001157813,0.001157813
2348,1017_ITS_ANG_XX.wav,angry,0.001221308,0.001221308,0.001221308,0.001221308,0.001221308,0.001221308,0.001221308,0.001221308,0.001221308,0.001221308,0.001221308,0.001221308,0.001221308
2349,1017_ITS_DIS_XX.wav,disgust,0.000252121,0.000252121,0.000252121,0.000252121,0.000252121,0.000252121,0.000252121,0.000252121,0.000252121,0.000252121,0.000252121,0.000252121,0.000252121
2350,1017_ITS_FEA_XX.wav,fearful,0.001422194,0.001422194,0.001422194,0.001422194,0.001422194,0.001422194,0.001422194,0.001422194,0.001422194,0.001422194,0.001422194,0.001422194,0.001422194
2351,1017_ITS_HAP_XX.wav,happy,0.006791776,0.006791776,0.006791776,0.006791776,0.006791776,0.006791776,0.006791776,0.006791776,0.006791776,0.006791776,0.006791776,0.006791776,0.006791776
2352,1017_ITS_NEU_XX.wav,neutral,0.001681001,0.001681001,0.001681001,0.001681001,0.001681001,0.001681001,0.001681001,0.001681001,0.001681001,0.001681001,0.001681001,0.001681001,0.001681001
2353,1017_ITS_SAD_XX.wav,sad,0.000742698,0.000742698,0.000742698,0.000742698,0.000742698,0.000742698,0.000742698,0.000742698,0.000742698,0.000742698,0.000742698,0.000742698,0.000742698
2354,1017_IWL_ANG_XX.wav,angry,0.041992633,0.041992633,0.041992633,0.041992633,0.041992633,0.041992633,0.041992633,0.041992633,0.041992633,0.041992633,0.041992633,0.041992633,0.041992633
2355,1017_IWL_DIS_XX.wav,disgust,0.001688591,0.001688591,0.001688591,0.001688591,0.001688591,0.001688591,0.001688591,0.001688591,0.001688591,0.001688591,0.001688591,0.001688591,0.001688591
2356,1017_IWL_FEA_XX.wav,fearful,0.039417943,0.039417943,0.039417943,0.039417943,0.039417943,0.039417943,0.039417943,0.039417943,0.039417943,0.039417943,0.039417943,0.039417943,0.039417943
2357,1017_IWL_HAP_XX.wav,happy,0.031311576,0.031311576,0.031311576,0.031311576,0.031311576,0.031311576,0.031311576,0.031311576,0.031311576,0.031311576,0.031311576,0.031311576,0.031311576
2358,1017_IWL_NEU_XX.wav,neutral,0.010664494,0.010664494,0.010664494,0.010664494,0.010664494,0.010664494,0.010664494,0.010664494,0.010664494,0.010664494,0.010664494,0.010664494,0.010664494
2359,1017_IWL_SAD_XX.wav,sad,0.001718308,0.001718308,0.001718308,0.001718308,0.001718308,0.001718308,0.001718308,0.001718308,0.001718308,0.001718308,0.001718308,0.001718308,0.001718308
2360,1017_IWW_ANG_XX.wav,angry,0.000624041,0.000624041,0.000624041,0.000624041,0.000624041,0.000624041,0.000624041,0.000624041,0.000624041,0.000624041,0.000624041,0.000624041,0.000624041
2361,1017_IWW_DIS_XX.wav,disgust,0.00025069,0.00025069,0.00025069,0.00025069,0.00025069,0.00025069,0.00025069,0.00025069,0.00025069,0.00025069,0.00025069,0.00025069,0.00025069
2362,1017_IWW_FEA_XX.wav,fearful,0.000624041,0.000624041,0.000624041,0.000624041,0.000624041,0.000624041,0.000624041,0.000624041,0.000624041,0.000624041,0.000624041,0.000624041,0.000624041
2363,1017_IWW_HAP_XX.wav,happy,0.008416614,0.008416614,0.008416614,0.008416614,0.008416614,0.008416614,0.008416614,0.008416614,0.008416614,0.008416614,0.008416614,0.008416614,0.008416614
2364,1017_IWW_NEU_XX.wav,neutral,0.00148048,0.00148048,0.00148048,0.00148048,0.00148048,0.00148048,0.00148048,0.00148048,0.00148048,0.00148048,0.00148048,0.00148048,0.00148048
2365,1017_IWW_SAD_XX.wav,sad,0.000639778,0.000639778,0.000639778,0.000639778,0.000639778,0.000639778,0.000639778,0.000639778,0.000639778,0.000639778,0.000639778,0.000639778,0.000639778
2366,1017_MTI_ANG_XX.wav,angry,0.004621253,0.004621253,0.004621253,0.004621253,0.004621253,0.004621253,0.004621253,0.004621253,0.004621253,0.004621253,0.004621253,0.004621253,0.004621253
2367,1017_MTI_DIS_XX.wav,disgust,0.00050133,0.00050133,0.00050133,0.00050133,0.00050133,0.00050133,0.00050133,0.00050133,0.00050133,0.00050133,0.00050133,0.00050133,0.00050133
2368,1017_MTI_FEA_XX.wav,fearful,0.001256871,0.001256871,0.001256871,0.001256871,0.001256871,0.001256871,0.001256871,0.001256871,0.001256871,0.001256871,0.001256871,0.001256871,0.001256871
2369,1017_MTI_HAP_XX.wav,happy,0.012723376,0.012723376,0.012723376,0.012723376,0.012723376,0.012723376,0.012723376,0.012723376,0.012723376,0.012723376,0.012723376,0.012723376,0.012723376
2370,1017_MTI_NEU_XX.wav,neutral,0.003463349,0.003463349,0.003463349,0.003463349,0.003463349,0.003463349,0.003463349,0.003463349,0.003463349,0.003463349,0.003463349,0.003463349,0.003463349
2371,1017_MTI_SAD_XX.wav,sad,0.002503833,0.002503833,0.002503833,0.002503833,0.002503833,0.002503833,0.002503833,0.002503833,0.002503833,0.002503833,0.002503833,0.002503833,0.002503833
2372,1017_TAI_ANG_XX.wav,angry,0.010064583,0.010064583,0.010064583,0.010064583,0.010064583,0.010064583,0.010064583,0.010064583,0.010064583,0.010064583,0.010064583,0.010064583,0.010064583
2373,1017_TAI_DIS_XX.wav,disgust,0.012329632,0.012329632,0.012329632,0.012329632,0.012329632,0.012329632,0.012329632,0.012329632,0.012329632,0.012329632,0.012329632,0.012329632,0.012329632
2374,1017_TAI_FEA_XX.wav,fearful,0.010001112,0.010001112,0.010001112,0.010001112,0.010001112,0.010001112,0.010001112,0.010001112,0.010001112,0.010001112,0.010001112,0.010001112,0.010001112
2375,1017_TAI_HAP_XX.wav,happy,0.003271428,0.003271428,0.003271428,0.003271428,0.003271428,0.003271428,0.003271428,0.003271428,0.003271428,0.003271428,0.003271428,0.003271428,0.003271428
2376,1017_TAI_NEU_XX.wav,neutral,0.001075383,0.001075383,0.001075383,0.001075383,0.001075383,0.001075383,0.001075383,0.001075383,0.001075383,0.001075383,0.001075383,0.001075383,0.001075383
2377,1017_TAI_SAD_XX.wav,sad,0.003507171,0.003507171,0.003507171,0.003507171,0.003507171,0.003507171,0.003507171,0.003507171,0.003507171,0.003507171,0.003507171,0.003507171,0.003507171
2378,1017_TIE_ANG_XX.wav,angry,0.000762632,0.000762632,0.000762632,0.000762632,0.000762632,0.000762632,0.000762632,0.000762632,0.000762632,0.000762632,0.000762632,0.000762632,0.000762632
2379,1017_TIE_DIS_XX.wav,disgust,0.000604782,0.000604782,0.000604782,0.000604782,0.000604782,0.000604782,0.000604782,0.000604782,0.000604782,0.000604782,0.000604782,0.000604782,0.000604782
2380,1017_TIE_FEA_XX.wav,fearful,0.005023984,0.005023984,0.005023984,0.005023984,0.005023984,0.005023984,0.005023984,0.005023984,0.005023984,0.005023984,0.005023984,0.005023984,0.005023984
2381,1017_TIE_HAP_XX.wav,happy,0.002088276,0.002088276,0.002088276,0.002088276,0.002088276,0.002088276,0.002088276,0.002088276,0.002088276,0.002088276,0.002088276,0.002088276,0.002088276
2382,1017_TIE_NEU_XX.wav,neutral,0.002094663,0.002094663,0.002094663,0.002094663,0.002094663,0.002094663,0.002094663,0.002094663,0.002094663,0.002094663,0.002094663,0.002094663,0.002094663
2383,1017_TIE_SAD_XX.wav,sad,0.000436671,0.000436671,0.000436671,0.000436671,0.000436671,0.000436671,0.000436671,0.000436671,0.000436671,0.000436671,0.000436671,0.000436671,0.000436671
2384,1017_TSI_ANG_XX.wav,angry,0.002354176,0.002354176,0.002354176,0.002354176,0.002354176,0.002354176,0.002354176,0.002354176,0.002354176,0.002354176,0.002354176,0.002354176,0.002354176
2385,1017_TSI_DIS_XX.wav,disgust,0.002312894,0.002312894,0.002312894,0.002312894,0.002312894,0.002312894,0.002312894,0.002312894,0.002312894,0.002312894,0.002312894,0.002312894,0.002312894
2386,1017_TSI_FEA_XX.wav,fearful,0.004320569,0.004320569,0.004320569,0.004320569,0.004320569,0.004320569,0.004320569,0.004320569,0.004320569,0.004320569,0.004320569,0.004320569,0.004320569
